Crop Number,Variety,GB Grade,Area (ha),County,Producer,Organic
162237,LA STRADA,S,2,Banff,Gray Farms Ltd,No
162238,KINGSMAN,S,2.5,Angus,Cygnet Potato Breeders Ltd,No
162239,KINGSMAN,S,1,Angus,Cygnet Potato Breeders Ltd,No
162240,PIROL,PB,0.2,Aberdeen,Saltire Seed Ltd,No
162241,SPUNTA,S,2,Banff,Gray Farms Ltd,No
162242,GEMSON,PB,0.3,Aberdeen,Grampian Growers,No
162243,NIETA,PB,0.1,Aberdeen,Bennett Seed Exports Ltd,No
162244,SPUNTA,S,1.3,Banff,Gray Farms Ltd,No
162245,MARIS PIPER,PB,0.2,Aberdeen,A G Norrie & Sons,No
162246,CULTRA,PB,0.1,Aberdeen,Cullen Allen Ltd,No
162247,PENTLAND DELL,PB,0.2,Aberdeen,A G Norrie & Sons,No
162248,HERMES,S,5.5,Banff,Gray Farms Ltd,No
162249,PENTLAND DELL,SE,0.3,Aberdeen,McCain Potatoes,No
162250,CARA,S,2.3,Aberdeen,Cullen Allen Ltd,No
162251,BARAKA,S,3.3,Banff,Gray Farms Ltd,No
162252,FANDANGO,PB,0.4,Aberdeen,IPM Potato Group Ltd,No
162253,SORAYA,PB,0.2,Aberdeen,Cullen Allen Ltd,No
162254,DESIREE,S,1.9,Banff,Melrose Farms,No
162255,CARA,S,2.5,Aberdeen,A T Wilson & Co,No
162256,OPAL,PB,0.2,Aberdeen,Solana Seeds United Kingdom Ltd,No
162257,DESIREE,SE,5,Banff,Gray Farms Ltd,No
162258,CARA,PB,0.8,Aberdeen,Strathmore Potatoes Ltd,No
162259,HERMES,S,4.5,Banff,Gray Farms Ltd,No
162260,CARA,PB,0.7,Aberdeen,Cullen Allen Ltd,No
162261,MARIS PEER,S,0.7,Banff,Melrose Farms,No
162262,CARA,PB,1.5,Aberdeen,A T Wilson & Co,No
162263,DESIREE,S,4,Banff,Gray Farms Ltd,No
162264,CARA,PB,2,Aberdeen,IPM Potato Group Ltd,No
162265,NIETA,PB,0.02,Aberdeen,Bennett Seed Exports Ltd,No
162266,DESIREE,S,0.4,Banff,Melrose Farms,No
162267,CARA,PB,0.3,Aberdeen,Strathmore Potatoes Ltd,No
162268,KENNEBEC,S,3.5,Banff,Gray Farms Ltd,No
162269,CARA,PB,0.5,Aberdeen,IPM Potato Group Ltd,No
162270,KENNEBEC,S,3,Banff,Gray Farms Ltd,No
162271,CARA,PB,0.4,Aberdeen,A T Wilson & Co,No
162272,MARIS PIPER,PB,0.02,Aberdeen,A G Norrie & Sons,No
162275,DUKE OF YORK,PB,0.02,Aberdeen,A G Norrie & Sons,No
162276,CARA,PB,0.2,Aberdeen,Cullen Allen Ltd,No
162277,RED DUKE OF YORK,PB,0.02,Aberdeen,A G Norrie & Sons,No
162278,MARIS PEER,S,1,Banff,Melrose Farms,No
162279,SHARPE'S EXPRESS,PB,0.02,Aberdeen,A G Norrie & Sons,No
162280,ARSENAL,PB,0.03,Aberdeen,Agrico UK Ltd,No
162281,KINGSMAN,S,4.6,Perth,Cygnet Potato Breeders Ltd,No
162282,KINGSMAN,S,4,Perth,Cygnet Potato Breeders Ltd,No
162283,RED CARA,PB,1.5,Aberdeen,IPM Potato Group Ltd,No
162284,PICASSO,PB,0.03,Aberdeen,Agrico UK Ltd,No
162285,RED CARA,PB,0.15,Aberdeen,IPM Potato Group Ltd,No
162286,HERMES,PB,0.03,Aberdeen,Saltire Seed Ltd,No
162287,PIROL,PB,0.04,Aberdeen,Saltire Seed Ltd,No
162288,SPUNTA,S,2.5,Banff,Gray Farms Ltd,No
162289,MARIS PEER,S,1.8,Banff,Melrose Farms,No
162290,DESIREE,SE,3.5,Banff,Gray Farms Ltd,No
162291,GEMSON,PB,0.04,Aberdeen,Grampian Growers,No
162293,PENTLAND DELL,PB,0.01,Aberdeen,A G Norrie & Sons,No
162295,PENTLAND DELL,PB,0.05,Aberdeen,McCain Potatoes,No
162297,ATLANTIC,S,5.5,Banff,Gray Farms Ltd,No
162299,FANDANGO,PB,0.02,Aberdeen,IPM Potato Group Ltd,No
162300,VENEZIA,SE,4.7,Banff,Europlant for Greenvale AP,No
162301,DESIREE,SE,3,Banff,Gray Farms Ltd,No
162302,HERMES,S,2.3,Banff,Gray Farms Ltd,No
162303,LADY ROSETTA,S,9,Banff,Meijer Potato UK,No
162304,CARUSO,PB,0.019,Ross,Solana Seeds United Kingdom Ltd,No
162305,FANDANGO,PB,0.1,Aberdeen,IPM Potato Group Ltd,No
162306,CARUSO,PB,0.024,Ross,Solana Seeds United Kingdom Ltd,No
162307,LADY ROSETTA,S,4.5,Aberdeen,Meijer Potato UK,No
162308,LADY BALFOUR,S,0.9,Banff,Greenvale AP,No
162309,CABARET,PB,0.04,Aberdeen,Cygnet Potato Breeders Ltd,No
162310,ROYAL,PB,0.08,Aberdeen,McCain Potatoes,No
162311,AMANDA,PB,0.037,Ross,Solana Seeds United Kingdom Ltd,No
162312,PENTLAND DELL,S,8,Aberdeen,W A Petrie,No
162313,ATLANTIC,S,6,Aberdeen,Cygnet PEP Ltd,No
162314,MARIS PIPER,S,7.4,Angus,Cononsyth Farms Limited,No
162315,MARIS PIPER,SE,10.8,Angus,Cononsyth Farms Limited,No
162316,CARA,SE,6,Angus,Cononsyth Farms Limited,No
162317,ATLANTIC,S,6,Aberdeen,Strathmore Potatoes Ltd,No
162318,CARA,SE,6.6,Perth,Cononsyth Farms Limited,No
162319,MARIS PIPER,S,7.3,Perth,Cononsyth Farms Limited,No
162320,SAXON,S,6.1,Angus,Cygnet Potato Breeders Ltd,No
162321,CARA,E,7,Angus,Cononsyth Farms Limited,No
162322,SAXON,S,3.6,Angus,Cygnet Potato Breeders Ltd,No
162326,ROOSTER,S,9.5,Ross,IPM Potato Group Ltd,No
162327,SAXON,S,1.3,Angus,Cygnet Potato Breeders Ltd,No
162328,CARA,S,0.4,Angus,Cononsyth Farms Limited,No
162329,CARA,SE,9,Aberdeen,IPM Potato Group Ltd,No
162330,MELODY,PB,0.056,Ross,Meijer Potato UK,No
162332,CARA,S,2,Angus,Cononsyth Farms Limited,No
162333,CARA,S,1.1,Aberdeen,IPM Potato Group Ltd,No
162334,ROOSTER,PB,2.42,Ross,IPM Potato Group Ltd,No
162336,CARA,S,1.5,Angus,Cononsyth Farms Limited,No
162337,SAGITTA,PB,4.39,Nairn,HZPC UK Limited,No
162338,BURREN,S,0.8,Aberdeen,IPM Potato Group Ltd,No
162339,GWENNE,PB,0.14,Aberdeen,Germicopa UK Ltd,No
162340,MARIS PIPER,S,1.6,Angus,Cononsyth Farms Limited,No
162342,GEORGINA,PB,0.9,Aberdeen,Branston Ltd,No
162343,BURREN,SE,7.1,Aberdeen,IPM Potato Group Ltd,No
162344,ROYAL,PB,0.49,Nairn,McCain Potatoes,No
162347,MARIS BARD,S,3.8,Aberdeen,Cygnet PEP Ltd,No
162348,VR 808,S,6.3,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162349,GEORGINA,S,0.1,Aberdeen,Branston Ltd,No
162350,VR 808,S,3.9,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162352,SLANEY,PB,1.78,Nairn,IPM Potato Group Ltd,No
162353,EUROSTAR,PB,0.36,Aberdeen,Stet Potato Ltd,No
162354,EUROSTAR,PB,1.1,Aberdeen,Stet Potato Ltd,No
162355,JAZZY,PB,2.54,Nairn,Meijer Potato UK,No
162359,MARIS PEER,PB,0.5,Aberdeen,A T Wilson & Co,No
162360,ACCORD,PB,1.32,Nairn,Meijer Potato UK,No
162361,ATLANTIC,S,0.6,Banff,Cygnet PEP Ltd,No
162363,VR 808,S,3.8,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162364,MARIS PEER,PB,1.7,Aberdeen,A T Wilson & Co,No
162365,ATLANTIC,S,6.7,Banff,Cygnet PEP Ltd,No
162368,MARIS PEER,PB,0.25,Aberdeen,A T Wilson & Co,No
162369,VR 808,S,3.8,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162370,ROYAL,S,4.4,Nairn,McCain Potatoes,No
162371,VR 808,S,3.7,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162372,LA STRADA,PB,1.5,Aberdeen,Cygnet PEP Ltd,No
162373,MOZART,PB,2.6,Nairn,HZPC UK Limited,No
162374,MARIS PIPER,PB,0.018,Ross,Messrs W O Gordon Bindal & Co,No
162375,VR 808,S,2.6,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162376,VR 808,S,0.6,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162377,TYSON,PB,0.86,Nairn,Stet for Greenvale AP,No
162379,BRITISH QUEEN,PB,0.034,Ross,Messrs W O Gordon Bindal & Co,No
162380,VR 808,S,0.4,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162381,TYSON,PB,4.04,Nairn,Stet for Greenvale AP,No
162382,VR 808,S,0.4,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162383,VR 808,S,2.7,Moray,Stet Potato Ltd for Saltire Seed Ltd,No
162384,KING EDWARD,PB,1.7,Nairn,Craggie Farm Ltd,No
162385,SHELFORD,S,2.3,Moray,Saltire Seed Ltd,No
162386,KING EDWARD,S,3.4,Nairn,Craggie Farm Ltd,No
162387,SHELFORD,S,2.5,Moray,Saltire Seed Ltd,No
162388,SHELFORD,S,2.1,Moray,Saltire Seed Ltd,No
162389,RUSSET BURBANK,S,4.4,Nairn,McCain Potatoes,No
162390,KING RUSSET,S,5.3,Nairn,McCain Potatoes,No
162391,TAURUS,PB,1.75,Nairn,HZPC UK Limited,No
162392,BROOKE,S,2.2,Moray,Saltire Seed Ltd,No
162393,VIVALDI,PB,0.013,Ross,HZPC UK Limited,No
162394,BROOKE,S,3.9,Moray,Saltire Seed Ltd,No
162395,BROOKE,S,3.8,Moray,Saltire Seed Ltd,No
162396,BROOKE,S,3.5,Moray,Saltire Seed Ltd,No
162397,MARIS PIPER,S,4,Ross,A & P Grewar (Black Isle),No
162398,GALACTICA,PB,0.016,Ross,IPM Potato Group Ltd,No
162400,BROOKE,S,5,Moray,Saltire Seed Ltd,No
162401,BROOKE,S,4.8,Moray,Saltire Seed Ltd,No
162404,ROOSTER,S,0.9,Moray,IPM Potato Group Ltd,No
162405,ROOSTER,SE,1.4,Moray,IPM Potato Group Ltd,No
162407,ARSENAL,S,0.5,Moray,Agrico UK Ltd,No
162408,MARIS PIPER,S,4.7,Ross,A & P Grewar (Black Isle),No
162409,ARSENAL,SE,2.8,Moray,Agrico UK Ltd,No
162410,CASABLANCA,PB,0.08,Aberdeen,Cygnet Potato Breeders Ltd,No
162411,PREMIERE,SE,0.8,Moray,Agrico UK Ltd,No
162412,MARIS PIPER,S,1.3,Ross,A & P Grewar (Black Isle),No
162413,CARA,PB,0.018,Ross,IPM Potato Group Ltd,No
162414,PREMIERE,S,0.3,Moray,Agrico UK Ltd,No
162415,PREMIERE,SE,0.5,Moray,Agrico UK Ltd,No
162416,RUSSET BURBANK,PB,0.08,Aberdeen,McCain Potatoes,No
162417,KING RUSSET,PB,0.1,Aberdeen,McCain Potatoes,No
162418,MORENE,PB,0.16,Aberdeen,McCain Potatoes,No
162419,ARSENAL,S,0.1,Sutherland,Agrico UK Ltd,No
162420,MARABEL,S,3.9,Ross,Albert Bartlett & Sons (Airdrie) Ltd,No
162421,ATLANTIC,PB,0.04,Aberdeen,Grampian Growers,No
162422,KING RUSSET,S,0.1,Sutherland,McCain Potatoes,No
162423,ATLANTIC,PB,0.01,Aberdeen,A G Norrie & Sons,No
162424,BROOKE,S,0.3,Sutherland,Saltire Seed Ltd,No
162425,KING EDWARD,S,3,Nairn,Craggie Farm Ltd,No
162426,BROOKE,S,0.6,Sutherland,Saltire Seed Ltd,No
162427,INNOVATOR,PB,0.25,Aberdeen,McCain Potatoes,No
162428,BROOKE,S,2.8,Sutherland,Saltire Seed Ltd,No
162429,KING EDWARD,PB,1.2,Nairn,Craggie Farm Ltd,No
162430,VR 808,S,0.5,Sutherland,Stet Potato Ltd for Saltire Seed Ltd,No
162431,TAURUS,S,1,Nairn,HZPC UK Limited,No
162432,SH C 909,S,0.5,Sutherland,Stet Potato Ltd for Saltire Seed Ltd,No
162433,VERDI,PB,0.04,Aberdeen,Solana Seeds United Kingdom Ltd,No
162434,LILLY,PB,1.88,Nairn,Solana Seeds United Kingdom Ltd,No
162435,VERDI,PB,0.16,Aberdeen,Solana Seeds United Kingdom Ltd,No
162436,ELECTRA,PB,0.37,Nairn,IPM Potato Group Ltd,No
162437,KENNEBEC,S,0.3,Banff,Gray Farms Ltd,No
162438,BROOKE,PB,0.08,Aberdeen,Saltire Seed Ltd,No
162439,SLANEY,PB,0.51,Nairn,IPM Potato Group Ltd,No
162440,SPUNTA,S,0.1,Banff,Gray Farms Ltd,No
162441,ORCHESTRA,PB,0.51,Nairn,Meijer Potato UK,No
162442,DESIREE,S,0.1,Banff,Gray Farms Ltd,No
162443,ATLANTIC,S,0.3,Banff,Gray Farms Ltd,No
162444,JELLY,S,0.8,Nairn,Europlant for Greenvale AP,No
162445,MANHATTAN,PB,0.5,Aberdeen,Cygnet Potato Breeders Ltd,No
162446,VR 808,PB,0.87,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162447,LADY ALICIA,PB,0.053,Ross,Meijer Potato UK,No
162448,DESIREE,S,0.8,Banff,Gray Farms Ltd,No
162449,VR 808,PB,0.17,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162450,LADY ALICIA,PB,0.012,Ross,Meijer Potato UK,No
162451,LADY ALICIA,PB,0.045,Ross,Meijer Potato UK,No
162452,ATLANTIC,S,0.7,Banff,Gray Farms Ltd,No
162453,LADY JANE,PB,0.007,Ross,Meijer Potato UK,No
162454,ELLAND,PB,0.9,Ross,Cygnet Potato Breeders Ltd,No
162455,HERMES,S,0.3,Banff,Gray Farms Ltd,No
162456,LADY JANE,PB,0.005,Ross,Meijer Potato UK,No
162457,LADY ANNA,PB,0.015,Ross,Meijer Potato UK,No
162458,MARIS PIPER,PB,0.81,Nairn,Craggie Farm Ltd,No
162459,LADY ANNA,PB,0.02,Ross,Meijer Potato UK,No
162460,SPUNTA,S,0.1,Banff,Gray Farms Ltd,No
162461,BURREN,PB,2.05,Nairn,IPM Potato Group Ltd,No
162462,ALANIS,PB,0.65,Ross,Cygnet Potato Breeders Ltd,No
162463,NECTAR,PB,1.98,Nairn,IPM Potato Group Ltd,No
162464,BROOKE,PB,0.3,Aberdeen,Saltire Seed Ltd,No
162465,ELECTRA,PB,1.35,Nairn,IPM Potato Group Ltd,No
162466,EMILY,S,0.2,Banff,Cullen Allen Ltd,No
162467,BROOKE,PB,0.17,Aberdeen,Saltire Seed Ltd,No
162468,PREMIERE,PB,1.02,Ross,McCain Potatoes,No
162469,MARIS PEER,PB,0.05,Aberdeen,A G Norrie & Sons,No
162470,ADIB,S,0.1,Banff,Cullen Allen Ltd,No
162471,INNOVATOR,PB,0.7,Aberdeen,McCain Potatoes,No
162472,KING EDWARD,PB,0.34,Ross,A & P Grewar (Black Isle),No
162473,RAMOS,PB,0.64,Nairn,Stet Potato Ltd,No
162474,ROYAL,PB,0.6,Aberdeen,McCain Potatoes,No
162475,MARIS PIPER,PB,0.78,Ross,A & P Grewar (Black Isle),No
162476,CAMEL,PB,0.41,Nairn,Stet Potato Ltd,No
162477,MORENE,PB,0.4,Aberdeen,McCain Potatoes,No
162478,KENNEBEC,S,1,Banff,Gray Farms Ltd,No
162479,VERDI,PB,0.7,Aberdeen,Solana Seeds United Kingdom Ltd,No
162480,SH C 1010,PB,0.87,Nairn,Stet Potato Ltd,No
162481,VIVALDI,PB,0.77,Ross,HZPC UK Limited,No
162482,CASABLANCA,PB,0.7,Aberdeen,Cygnet Potato Breeders Ltd,No
162483,RUSSET BURBANK,PB,0.6,Aberdeen,McCain Potatoes,No
162484,MOZART,PB,0.53,Nairn,HZPC UK Limited,No
162485,TYSON,PB,0.6,Ross,Greenvale AP,No
162486,ATLANTIC,PB,0.2,Aberdeen,Grampian Growers,No
162487,LA STRADA,PB,0.9,Aberdeen,Cygnet PEP Ltd,No
162488,JELLY,PB,1.21,Ross,Greenvale AP,No
162489,ATLANTIC,PB,3,Aberdeen,Cygnet PEP Ltd,No
162490,ATLANTIC,PB,0.2,Aberdeen,A G Norrie & Sons,No
162491,BABYLON,PB,0.27,Nairn,Agrico UK Ltd,No
162492,ATLANTIC,PB,2,Aberdeen,Cygnet PEP Ltd,No
162493,ARSENAL,PB,0.25,Aberdeen,Agrico UK Ltd,No
162494,MANITOU,PB,0.3,Ross,Agrico UK Ltd,No
162495,FONTANE,PB,1.04,Nairn,Agrico UK Ltd,No
162496,SPUNTA,PB,0.01,Banff,Gray Farms Ltd,No
162497,ATLANTIC,PB,0.75,Aberdeen,Cygnet PEP Ltd,No
162498,ATLANTIC,PB,0.25,Aberdeen,Strathmore Potatoes Ltd,No
162499,MARKIES,PB,0.22,Nairn,Agrico UK Ltd,No
162500,ROYAL,PB,0.75,Ross,McCain Potatoes,No
162502,VR 808,PB,1.8,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162503,LANORMA,PB,0.3,Aberdeen,Branston Ltd,No
162504,LADY ROSETTA,PB,0.5,Nairn,Cygnet PEP Ltd,No
162505,ROOSTER,PB,0.56,Ross,IPM Potato Group Ltd,No
162506,ATLANTIC,PB,0.06,Banff,Gray Farms Ltd,No
162507,LANORMA,S,2.2,Aberdeen,Branston Ltd,No
162508,LA STRADA,PB,0.47,Nairn,Cygnet PEP Ltd,No
162509,SPECTRA,PB,0.22,Ross,Agrico UK Ltd,No
162510,DESIREE,PB,0.01,Banff,Gray Farms Ltd,No
162511,SPECTRA,PB,2.1,Aberdeen,Agrico UK Ltd,No
162512,AMANDA,PB,0.77,Ross,Solana Seeds United Kingdom Ltd,No
162513,NECTAR,PB,1.36,Ross,IPM Potato Group Ltd,No
162514,MELODY,PB,1.4,Nairn,Meijer Potato UK,No
162515,KING RUSSET,PB,0.12,Ross,McCain Potatoes,No
162516,ALEXANDRA,PB,0.67,Ross,Albert Bartlett & Sons (Airdrie) Ltd,No
162517,MIRANDA,PB,0.71,Nairn,Solana Seeds United Kingdom Ltd,No
162518,LA STRADA,PB,1.2,Aberdeen,Cygnet PEP Ltd,No
162519,BUFFALO,PB,0.15,Aberdeen,IPM Potato Group Ltd,No
162520,ELECTRA,PB,0.65,Ross,IPM Potato Group Ltd,No
162521,BUFFALO,PB,0.75,Aberdeen,IPM Potato Group Ltd,No
162522,MARIS PEER,PB,0.56,Ross,A & P Grewar (Black Isle),No
162523,KING EDWARD,PB,0.23,Nairn,Craggie Farm Ltd,No
162524,MARIS PIPER,PB,0.06,Nairn,Craggie Farm Ltd,No
162525,COMMANDO,PB,0.2,Nairn,IPM Potato Group Ltd,No
162528,BURREN,PB,0.66,Nairn,IPM Potato Group Ltd,No
162530,MARABEL,S,0.4,Ross,Albert Bartlett & Sons (Airdrie) Ltd,No
162531,RAMOS,PB,3,Aberdeen,Stet Potato Ltd,No
162532,ELFE,PB,0.52,Ross,Albert Bartlett & Sons (Airdrie) Ltd,No
162533,NECTAR,PB,0.97,Nairn,IPM Potato Group Ltd,No
162534,MANITOU,PB,0.15,Aberdeen,Agrico UK Ltd,No
162535,MANITOU,PB,2.3,Aberdeen,Agrico UK Ltd,No
162536,ELECTRA,PB,0.58,Nairn,IPM Potato Group Ltd,No
162537,DESIREE,PB,0.29,Ross,Grampian Growers,No
162538,SH C 1010,PB,0.35,Aberdeen,Stet Potato Ltd,No
162539,RUSSET BURBANK,PB,0.69,Nairn,McCain Potatoes,No
162540,CHARLOTTE,PB,0.53,Ross,A & P Grewar (Black Isle),No
162541,CHARLOTTE,PB,0.05,Aberdeen,A T Wilson & Co,No
162542,MIRANDA,PB,1.87,Nairn,Solana Seeds United Kingdom Ltd,No
162543,CHARLOTTE,PB,0.05,Aberdeen,Alan Twatt (Potatoes) Ltd,No
162544,CHARLOTTE,PB,0.4,Aberdeen,Alan Twatt (Potatoes) Ltd,No
162545,CHARLOTTE,PB,1.2,Aberdeen,A T Wilson & Co,No
162546,ATLANTIC,PB,0.26,Ross,Grampian Growers,No
162547,SPUNTA,SE,4,Banff,Alan Twatt (Potatoes) Ltd,No
162548,SPUNTA,S,2.3,Banff,Alan Twatt (Potatoes) Ltd,No
162549,INNOVATOR,PB,0.31,Ross,HZPC UK Limited,No
162550,HERMES,S,1.5,Banff,Alan Twatt (Potatoes) Ltd,No
162551,GEMSON,PB,0.27,Ross,Grampian Growers,No
162552,CARA,SE,3.4,Banff,Alan Twatt (Potato Merchants) Ltd,No
162553,HERMES,PB,0.57,Ross,Wolds Produce Ltd,No
162554,LADY ROSETTA,PB,0.24,Ross,Wolds Produce Ltd,No
162555,CARA,SE,14.2,Banff,Alan Twatt (Potato Merchants) Ltd,No
162556,CARA,S,2.8,Banff,Alan Twatt (Potato Merchants) Ltd,No
162557,LA VIE,PB,0.46,Ross,Albert Bartlett & Sons (Airdrie) Ltd,No
162558,CARA,SE,2.9,Banff,Alan Twatt (Potato Merchants) Ltd,No
162559,CARA,S,2.6,Banff,Alan Twatt (Potato Merchants) Ltd,No
162560,CARA,S,7.5,Banff,Alan Twatt (Potato Merchants) Ltd,No
162561,SIENA,PB,0.11,Ross,Mercian Limited,No
162562,ATLANTIC,S,10,Banff,Alan Twatt (Potatoes) Ltd,No
162563,BURREN,SE,0.4,Banff,IPM Potato Group Ltd,No
162564,ATLANTIC,SE,5,Banff,Alan Twatt (Potatoes) Ltd,No
162565,ATLANTIC,S,0.6,Banff,Alan Twatt (Potatoes) Ltd,No
162566,BURREN,SE,1,Banff,IPM Potato Group Ltd,No
162567,DESIREE,S,4.7,Banff,Alan Twatt (Potatoes) Ltd,No
162568,DESIREE,S,1.5,Banff,Alan Twatt (Potatoes) Ltd,No
162569,HERMES,PB,0.2,Aberdeen,IPM Potato Group Ltd,No
162570,HERMES,S,4.5,Banff,Alan Twatt (Potatoes) Ltd,No
162571,BURREN,SE,6,Banff,IPM Potato Group Ltd,No
162572,HERMES,PB,0.12,Aberdeen,Cullen Allen Ltd,No
162573,CARA,S,6.8,Aberdeen,Alan Twatt (Potato Merchants) Ltd,No
162574,HERMES,PB,0.2,Aberdeen,Strathmore Potatoes Ltd,No
162575,ASTERIX,S,4.9,Aberdeen,HZPC for Greenvale AP,No
162576,HERMES,PB,1.1,Aberdeen,Cygnet PEP Ltd,No
162577,CARA,S,5.3,Aberdeen,Alan Twatt (Potato Merchants) Ltd,No
162578,HERMES,PB,2.2,Aberdeen,Cygnet PEP Ltd,No
162579,JAZZY,S,8.3,Aberdeen,Meijer Potato UK,No
162580,HERMES,PB,1.8,Aberdeen,IPM Potato Group Ltd,No
162581,HERMES,PB,0.8,Aberdeen,Strathmore Potatoes Ltd,No
162582,KINGSMAN,SE,3.6,Perth,Cygnet Potato Breeders Ltd,No
162583,KINGSMAN,SE,3.4,Perth,Cygnet Potato Breeders Ltd,No
162584,KINGSMAN,S,1.1,Angus,Cygnet Potato Breeders Ltd,No
162585,MANHATTAN,PB,0.75,Aberdeen,Cygnet Potato Breeders Ltd,No
162586,MANHATTAN,PB,1.5,Aberdeen,Cygnet Potato Breeders Ltd,No
162587,BROOKE,S,2.3,Aberdeen,Saltire Seed Ltd,No
162588,HERMES,PB,2.7,Aberdeen,Saltire Seed Ltd,No
162589,RED DUKE OF YORK,PB,0.35,Aberdeen,A G Norrie & Sons,No
162590,DUKE OF YORK,PB,0.6,Aberdeen,A G Norrie & Sons,No
162591,BALTIC ROSE,PB,0.4,Aberdeen,Cullen Allen Ltd,No
162592,NIETA,PB,0.6,Aberdeen,Bennett Seed Exports Ltd,No
162593,ADIB,PB,0.4,Aberdeen,Cullen Allen Ltd,No
162594,PENTLAND DELL,PB,0.7,Aberdeen,McCain Potatoes,No
162595,CULTRA,PB,1.2,Aberdeen,Cullen Allen Ltd,No
162596,MARIS PIPER,PB,2,Aberdeen,A G Norrie & Sons,No
162597,KING RUSSET,PB,0.1,Aberdeen,McCain Potatoes,No
162598,KING RUSSET,S,0.8,Aberdeen,McCain Potatoes,No
162599,GEMSON,PB,1.2,Aberdeen,Grampian Growers,No
162600,KING RUSSET,S,1.3,Aberdeen,McCain Potatoes,No
162601,ROYAL,S,2,Aberdeen,McCain Potatoes,No
162602,ARSENAL,PB,1,Aberdeen,Agrico UK Ltd,No
162603,PICASSO,PB,1.1,Aberdeen,Agrico UK Ltd,No
162604,VERDI,PB,0.65,Aberdeen,Solana Seeds United Kingdom Ltd,No
162605,KING RUSSET,S,0.7,Aberdeen,McCain Potatoes,No
162606,SAGITTA,PB,2.54,Inverness,HZPC UK Limited,No
162607,PANTHER,PB,1.41,Inverness,HZPC UK Limited,No
162608,PANTHER,PB,1.92,Inverness,HZPC UK Limited,No
162609,BABYLON,PB,2.6,Inverness,Agrico UK Ltd,No
162610,EUROSTAR,PB,1.1,Inverness,Stet Potato Ltd,No
162611,BABY LOU,PB,0.4,Inverness,Solana Seeds United Kingdom Ltd,No
162612,BABY LOU,PB,1.63,Inverness,Solana Seeds United Kingdom Ltd,No
162613,LILLY,PB,0.97,Inverness,Solana Seeds United Kingdom Ltd,No
162614,LADY TERRA,PB,1.3,Inverness,Meijer Potato UK,No
162615,TAURUS,PB,1.08,Inverness,HZPC UK Limited,No
162616,KING RUSSET,PB,0.82,Inverness,McCain Potatoes,No
162617,MARKIES,PB,3.2,Nairn,Agrico UK Ltd,No
162618,JAZZY,PB,0.92,Nairn,Meijer Potato UK,No
162619,AMBO,S,0.8,Perth,IPM Potato Group Ltd,Yes
162620,ARRAN VICTORY,S,0.6,Perth,J G Skea,Yes
162621,AXONA,S,0.9,Angus,Skea Organics,Yes
162622,AXONA,S,0.2,Angus,J G Skea,No
162623,VERDI,PB,0.2,Aberdeen,Solana Seeds United Kingdom Ltd,No
162624,OPAL,PB,0.8,Aberdeen,Solana Seeds United Kingdom Ltd,No
162625,SORAYA,PB,0.95,Aberdeen,Cullen Allen Ltd,No
162626,BAMBINO,SE,0.2,Perth,Cygnet Potato Breeders Ltd,Yes
162627,ATLANTIC,PB,1.1,Aberdeen,Grampian Growers,No
162628,BAMBINO,S,1.6,Perth,Cygnet Potato Breeders Ltd,Yes
162629,INNOVATOR,S,1.7,Aberdeen,McCain Potatoes,No
162630,BLAUE ANNELIESE,S,0.1,Angus,J G Skea,No
162631,KING RUSSET,S,1.8,Aberdeen,McCain Potatoes,No
162632,BLUE DANUBE,S,0.1,Angus,J G Skea,No
162633,PIROL,S,3.8,Aberdeen,Saltire Seed Ltd,No
162634,BLUE DANUBE,E,0.2,Angus,Skea Organics,No
162635,VR 808,PB,0.4,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162636,VR 808,PB,0.4,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162637,RUSSET BURBANK,S,0.6,Aberdeen,McCain Potatoes,No
162638,RUSSET BURBANK,S,2.5,Aberdeen,McCain Potatoes,No
162639,CARA,S,1.2,Angus,J G Skea,No
162640,CASABLANCA,S,2.1,Angus,Cygnet Potato Breeders Ltd,Yes
162641,MORENE,S,2.3,Aberdeen,McCain Potatoes,No
162642,COLLEEN,E,1.3,Angus,IPM Potato Group Ltd,Yes
162643,COLLEEN,E,1.6,Angus,IPM Potato Group Ltd,Yes
162644,COLLEEN,SE,0.1,Angus,IPM Potato Group Ltd,No
162645,GATSBY,SE,0.9,Angus,Cygnet Potato Breeders Ltd,Yes
162646,GATSBY,S,0.3,Angus,Cygnet Potato Breeders Ltd,No
162647,GOLDEN WONDER,SE,0.2,Perth,J G Skea,Yes
162649,ATLANTIC,PB,0.5,Aberdeen,A G Norrie & Sons,No
