Crop Number,Variety,GB Grade,Area (ha),County,Producer,Organic
165097,ROYAL,S,0.8,Aberdeen,McCain Potatoes,No
165098,OLYMPUS,S,1.2,Perth,Cygnet Potato Breeders Ltd,No
165099,HERMES,S,2.4,Perth,Cygnet Potato Breeders Ltd,No
165100,ROYAL,S,1.8,Aberdeen,McCain Potatoes,No
165101,KINGSMAN,S,11.5,Perth,Cygnet Potato Breeders Ltd,No
165102,KINGSMAN,S,4,Perth,Cygnet Potato Breeders Ltd,No
165103,ROCKET,S,3.5,Fife,Cygnet Potato Breeders Ltd,No
165104,MARIS PIPER,S,2.3,Aberdeen,J S Cruickshank (Farmers) Ltd,No
165105,ELLAND,S,2.2,Fife,Cygnet Potato Breeders Ltd,No
165106,ELLAND,S,4,Fife,Cygnet Potato Breeders Ltd,No
165107,WILJA,PB,0.11,Aberdeen,S E Wilja Growers,No
165108,LADY ROSETTA,PB,0.42,Aberdeen,Strathmore Potatoes Ltd,No
165109,MARFONA,PB,0.31,Aberdeen,Strathmore Potatoes Ltd,No
165110,LADY ROSETTA,PB,0.016,Aberdeen,Strathmore Potatoes Ltd,No
165111,MARFONA,PB,0.36,Aberdeen,Wolds Produce Ltd,No
165112,ESTIMA,PB,0.17,Aberdeen,Wolds Produce Ltd,No
165113,ESTIMA,S,2,Aberdeen,Wolds Produce Ltd,No
165114,MARKIES,SE,4.8,Angus,Agrico UK Ltd,No
165115,MARKIES,SE,3.8,Angus,Agrico UK Ltd,No
165116,PICASSO,S,2.8,Angus,Agrico UK Ltd,No
165117,MARFONA,PB,1.83,Aberdeen,Wolds Produce Ltd,No
165118,ESTIMA,S,0.6,Aberdeen,Wolds Produce Ltd,No
165120,PICASSO,S,3.8,Angus,Agrico UK Ltd,No
165121,ESTIMA,PB,0.033,Aberdeen,Wolds Produce Ltd,No
165122,MARFONA,PB,0.033,Aberdeen,Wolds Produce Ltd,No
165123,BROOKE,PB,4.81,Aberdeen,Saltire Seed Ltd,No
165124,BROOKE,PB,0.81,Aberdeen,Saltire Seed Ltd,No
165125,BROOKE,PB,0.148,Aberdeen,Saltire Seed Ltd,No
165126,AMORA,SE,3.3,Aberdeen,Mercian Limited,No
165127,AMORA,PB,0.25,Aberdeen,Mercian Limited,No
165128,WILJA,S,2.1,Aberdeen,S E Wilja Growers,No
165129,AMORA,SE,0.9,Aberdeen,Mercian Limited,No
165130,AMORA,PB,0.136,Aberdeen,Mercian Limited,No
165131,ROYAL,PB,0.66,Aberdeen,McCain Potatoes,No
165132,PREMIERE,PB,0.98,Aberdeen,McCain Potatoes,No
165133,RUSSET BURBANK,S,3.8,Aberdeen,McCain Potatoes,No
165134,PENTLAND DELL,S,2,Aberdeen,McCain Potatoes,No
165135,ROYAL,S,3,Aberdeen,McCain Potatoes,No
165136,KING RUSSET,S,3.2,Aberdeen,McCain Potatoes,No
165137,RUSSET BURBANK,PB,0.73,Aberdeen,McCain Potatoes,No
165138,PENTLAND DELL,S,0.3,Aberdeen,McCain Potatoes,No
165139,RUSSET BURBANK,S,2.1,Aberdeen,McCain Potatoes,No
165141,KING RUSSET,PB,1.04,Aberdeen,McCain Potatoes,No
165143,RUSSET BURBANK,S,3.7,Aberdeen,McCain Potatoes,No
165144,KING RUSSET,S,11,Aberdeen,McCain Potatoes,No
165145,ROYAL,S,5.3,Aberdeen,McCain Potatoes,No
165146,PREMIERE,S,5.5,Aberdeen,McCain Potatoes,No
165147,KING RUSSET,S,2.9,Aberdeen,McCain Potatoes,No
165148,KING RUSSET,PB,0.106,Aberdeen,McCain Potatoes,No
165149,ATLANTIC,S,3.5,Aberdeen,Grampian Growers,No
165150,RUSSET BURBANK,PB,0.079,Aberdeen,McCain Potatoes,No
165151,CALEDONIAN PEARL,S,0.1,Perth,Caledonia Potatoes Ltd,No
165152,PREMIERE,PB,0.191,Aberdeen,McCain Potatoes,No
165153,CALEDONIAN PEARL,S,0.1,Perth,Caledonia Potatoes Ltd,No
165154,PENTLAND DELL,PB,0.041,Aberdeen,McCain Potatoes,No
165155,CALEDONIAN PHOENIX,S,0.1,Perth,Caledonia Potatoes Ltd,No
165156,MORENE,PB,0.217,Aberdeen,McCain Potatoes,No
165157,HERMES,S,0.5,Perth,FIMM Potatoes Co Ltd,No
165160,KESTREL,S,0.3,Perth,Caledonia Potatoes Ltd,No
165163,ROYAL,PB,0.124,Aberdeen,McCain Potatoes,No
165164,MARKIES,S,0.5,Perth,Agrico UK Ltd,No
165166,NADINE,S,0.4,Perth,Caledonia Potatoes Ltd,No
165169,DESIREE,S,2.3,Aberdeen,EJM Potatoes Limited,No
165170,OSPREY,S,0.3,Perth,Caledonia Potatoes Ltd,No
165172,OSPREY,S,0.4,Perth,Caledonia Potatoes Ltd,No
165173,MORENE,S,1.9,Aberdeen,McCain Potatoes,No
165174,VALOR,S,0.3,Perth,Caledonia Potatoes Ltd,No
165176,DESIREE,S,5.5,Aberdeen,EJM Potatoes Limited,No
165180,DESIREE,SE,5.5,Aberdeen,EJM Potatoes Limited,No
165181,SWIFT,S,0.4,Perth,Caledonia Potatoes Ltd,No
165182,ATLANTIC,S,1.2,Aberdeen,Grampian Growers,No
165183,OSPREY,S,1,Perth,Caledonia Potatoes Ltd,No
165184,MARKIES,S,1,Aberdeen,Agrico UK Ltd,No
165185,MARKIES,S,5,Aberdeen,Agrico UK Ltd,No
165186,ATLANTIC,S,1.8,Aberdeen,Grampian Growers,No
165187,BABYLON,S,3.6,Aberdeen,Agrico UK Ltd,No
165188,ATLANTIC,S,1.5,Aberdeen,Grampian Growers,No
165189,PICASSO,S,1.8,Aberdeen,Agrico UK Ltd,No
165190,PICASSO,S,1.7,Aberdeen,Agrico UK Ltd,No
165191,MANITOU,S,0.4,Aberdeen,Agrico UK Ltd,No
165192,PICASSO,S,0.4,Aberdeen,Agrico UK Ltd,No
165193,ARSENAL,S,0.4,Aberdeen,Agrico UK Ltd,No
165194,BABYLON,S,0.5,Aberdeen,Agrico UK Ltd,No
165195,ARSENAL,S,4,Aberdeen,Agrico UK Ltd,No
165198,BURREN,SE,4.5,Aberdeen,IPM Potato Group Ltd,No
165199,ROOSTER,S,0.8,Aberdeen,IPM Potato Group Ltd,No
165200,ROOSTER,SE,4.2,Aberdeen,IPM Potato Group Ltd,No
165201,SLANEY,S,1,Aberdeen,IPM Potato Group Ltd,No
165202,SLANEY,SE,4.5,Aberdeen,IPM Potato Group Ltd,No
165203,ELECTRA,S,0.9,Aberdeen,IPM Potato Group Ltd,No
165204,ELECTRA,E,6.1,Aberdeen,IPM Potato Group Ltd,No
165205,JACKY,PB,0.046,Aberdeen,Agrico UK Ltd,No
165206,JACKY,PB,0.25,Aberdeen,Agrico UK Ltd,No
165207,CULTRA,PB,0.022,Aberdeen,Cullen Allen Ltd,No
165208,PAROLI,PB,0.025,Aberdeen,Cullen Allen Ltd,No
165209,SORAYA,PB,0.035,Aberdeen,Cullen Allen Ltd,No
165210,LADY JO,PB,0.05,Aberdeen,Meijer Potato UK,No
165213,MARKIES,PB,0.003,Perth,Agrico UK Ltd,No
165214,PREMIERE,PB,0.004,Perth,Agrico UK Ltd,No
165216,MARKIES,S,0.1,Perth,Agrico UK Ltd,No
165217,PREMIERE,S,0.2,Perth,Agrico UK Ltd,No
165224,BUTE,PB,0.017,Perth,Caledonia Potatoes Ltd,No
165225,CALEDONIAN PEARL,PB,0.007,Perth,Caledonia Potatoes Ltd,No
165226,CALEDONIAN PHOENIX,PB,0.017,Perth,Caledonia Potatoes Ltd,No
165227,CALEDONIAN ROSE,PB,0.011,Perth,Caledonia Potatoes Ltd,No
165228,HARMONY,PB,0.032,Perth,Caledonia Potatoes Ltd,No
165229,KESTREL,PB,0.021,Perth,Caledonia Potatoes Ltd,No
165230,MARVEL,PB,0.009,Perth,Caledonia Potatoes Ltd,No
165231,MARVEL,PB,0.004,Perth,Caledonia Potatoes Ltd,No
165232,OSPREY,PB,0.097,Perth,Caledonia Potatoes Ltd,No
165233,OSPREY,PB,0.029,Perth,Caledonia Potatoes Ltd,No
165234,SWIFT,PB,0.008,Perth,Caledonia Potatoes Ltd,No
165235,VALOR,PB,0.013,Perth,Caledonia Potatoes Ltd,No
165239,BUTE,PB,0.04,Perth,Caledonia Potatoes Ltd,No
165240,CALEDONIAN PEARL,PB,0.05,Perth,Caledonia Potatoes Ltd,No
165241,CALEDONIAN PHOENIX,PB,0.04,Perth,Caledonia Potatoes Ltd,No
165242,HARMONY,PB,0.13,Perth,Caledonia Potatoes Ltd,No
165243,KESTREL,S,0.1,Perth,Caledonia Potatoes Ltd,No
165244,MARVEL,S,0.1,Perth,Caledonia Potatoes Ltd,No
165245,MARVEL,S,0.6,Perth,Caledonia Potatoes Ltd,No
165246,NADINE,S,0.1,Perth,Caledonia Potatoes Ltd,No
165247,OSPREY,PB,0.09,Perth,Caledonia Potatoes Ltd,No
165248,SWIFT,PB,0.11,Perth,Caledonia Potatoes Ltd,No
165249,VALOR,PB,0.12,Perth,Caledonia Potatoes Ltd,No
165250,HERMES,PB,0.24,Perth,FIMM Potatoes Co Ltd,No
165251,MARIS PIPER,S,0.1,Perth,FIMM Potatoes Co Ltd,No
165252,AMORA,PB,0.097,Perth,Mercian Limited,No
165253,DAISY,PB,0.203,Perth,McCain Potatoes,No
165254,PREMIERE,PB,0.363,Perth,McCain Potatoes,No
165255,DAISY,PB,0.06,Perth,McCain Potatoes,No
165256,PREMIERE,S,0.1,Perth,McCain Potatoes,No
165257,MANHATTAN,SE,8.8,Angus,Cygnet Potato Breeders Ltd,No
165258,MANHATTAN,S,0.8,Angus,Cygnet Potato Breeders Ltd,No
165259,MANHATTAN,S,0.8,Angus,Cygnet Potato Breeders Ltd,No
165260,KINGSMAN,S,0.5,Angus,Cygnet Potato Breeders Ltd,No
165261,KINGSMAN,S,0.2,Angus,Cygnet Potato Breeders Ltd,No
165262,KINGSMAN,SE,6.2,Angus,Cygnet Potato Breeders Ltd,No
165263,HERMES,S,1.2,Angus,Cygnet PEP Ltd,No
165264,HERMES,S,0.3,Perth,Cygnet Potato Breeders Ltd,No
165265,CARA,E,4.9,Perth,Bennett Seed Exports Ltd,No
165266,TAURUS,PB,0.34,Ross,HZPC UK Limited,No
165267,HERACLEA,PB,0.15,Ross,HZPC UK Limited,No
165268,HERACLEA,PB,0.04,Ross,HZPC UK Limited,No
165269,CHALLENGER,PB,0.1,Ross,HZPC UK Limited,No
165270,CHALLENGER,PB,0.175,Ross,HZPC UK Limited,No
165271,BANBA,SE,7.2,Fife,IPM Potato Group Ltd,No
165272,BURREN,S,0.9,Fife,IPM Potato Group Ltd,No
165273,COMMANDO,S,1.7,Fife,IPM Potato Group Ltd,No
165274,NECTAR,S,1,Fife,IPM Potato Group Ltd,No
165275,BANBA,S,4,Fife,IPM Potato Group Ltd,No
165276,HERMES,S,1,Fife,IPM Potato Group Ltd,No
165277,HERMES,PB,0.035,Ross,Saltire Seed Ltd,No
165278,PIROL,PB,0.035,Ross,Saltire Seed Ltd,No
165279,AMANDA,PB,0.07,Ross,Solana Seeds United Kingdom Ltd,No
165280,SH C 909,PB,0.035,Ross,Stet Potato Ltd for Saltire Seed Ltd,No
165281,SHELFORD,PB,0.13,Ross,Saltire Seed Ltd,No
165284,HERMES,S,5,Aberdeen,T Smith & Sons,No
165285,HERMES,S,3.2,Aberdeen,T Smith & Sons,No
165288,HERMES,SE,0.8,Aberdeen,T Smith & Sons,No
165289,DESIREE,E,1,Aberdeen,T Smith & Sons,No
165290,DESIREE,E,2.3,Aberdeen,T Smith & Sons,No
165291,DESIREE,E,2.4,Aberdeen,T Smith & Sons,No
165292,DESIREE,E,1.9,Aberdeen,T Smith & Sons,No
165294,BARNA,S,0.9,Kincardine,IPM Potato Group Ltd,No
165302,BARNA,SE,3,Kincardine,IPM Potato Group Ltd,No
165308,BARNA,SE,2.8,Kincardine,IPM Potato Group Ltd,No
165312,CARA,E,3.1,Angus,Strathmore Potatoes Ltd,No
165321,PICASSO,S,2.9,Aberdeen,Agrico UK Ltd,No
165323,ROYAL,S,3.1,Kincardine,McCain Potatoes,No
165325,ROYAL,S,2.8,Kincardine,McCain Potatoes,No
165326,MARKIES,S,5.8,Aberdeen,Agrico UK Ltd,No
165328,MARFONA,S,4.1,Aberdeen,Agrico UK Ltd,No
165330,ROOSTER,S,0.8,Angus,IPM Potato Group Ltd,No
165332,ROYAL,S,2.8,Angus,McCain Potatoes,No
165333,ELLAND,S,2.8,Angus,Cygnet Potato Breeders Ltd,No
165338,BURREN,SE,3.1,Kincardine,IPM Potato Group Ltd,No
165339,MARIS PIPER,S,2.9,Kincardine,J G Fairlie & Partners,No
165340,MARIS PIPER,S,2.4,Kincardine,J G Fairlie & Partners,No
165341,INNOVATOR,S,4.4,Kincardine,McCain Potatoes,No
165342,INNOVATOR,S,3.9,Kincardine,McCain Potatoes,No
165373,BANBA,SE,1.3,Fife,IPM Potato Group Ltd,No
165378,NECTAR,SE,4.2,Fife,IPM Potato Group Ltd,No
165382,BURREN,SE,6.5,Fife,IPM Potato Group Ltd,No
165387,HERMES,SE,5.1,Fife,IPM Potato Group Ltd,No
165390,BANBA,SE,2.4,Fife,IPM Potato Group Ltd,No
165391,HERMES,SE,1.4,Fife,IPM Potato Group Ltd,No
165392,NECTAR,SE,0.8,Fife,IPM Potato Group Ltd,No
165393,BANBA,SE,0.8,Fife,IPM Potato Group Ltd,No
165394,MARIS PIPER,S,3.2,Banff,J D Gray & Sons,No
165395,MARIS PIPER,S,2.8,Banff,J D Gray & Sons,No
165396,EUROSTAR,SE,2.5,Banff,Stet Potato Ltd,No
165397,EUROSTAR,S,0.6,Banff,Stet Potato Ltd,No
165399,ARGOS,E,2.1,Angus,Classified Crops Limited,No
165400,DIVAA,SE,3.1,Angus,Classified Crops Limited,No
165401,DIVAA,SE,2,Angus,Classified Crops Limited,No
165402,DUKE OF YORK,S,0.7,Aberdeen,Marshall Farms,No
165405,KERR'S PINK,SE,2.5,Aberdeen,Marshall Farms,No
165407,MARIS PIPER,SE,1,Aberdeen,Marshall Farms,No
165408,MARIS PIPER,E,3.8,Aberdeen,Marshall Farms,No
165410,INNOVATOR,S,2.8,Kincardine,McCain Potatoes,No
165411,TYSON,S,5.5,Angus,Stet for Greenvale AP,No
165412,ROYAL,S,3.7,Kincardine,McCain Potatoes,No
165413,ROYAL,S,4.1,Kincardine,McCain Potatoes,No
165414,ROYAL,S,3.2,Kincardine,McCain Potatoes,No
165415,ROYAL,S,5.5,Kincardine,McCain Potatoes,No
165416,BANBA,S,0.8,Kincardine,IPM Potato Group Ltd,No
165417,BANBA,SE,3.1,Kincardine,IPM Potato Group Ltd,No
165418,BANBA,SE,3,Kincardine,IPM Potato Group Ltd,No
165419,CARA,E,0.8,Kincardine,Strathmore Potatoes Ltd,No
165420,CARA,S,3.2,Angus,Strathmore Potatoes Ltd,No
165421,CARA,S,1.1,Angus,Strathmore Potatoes Ltd,No
165422,CARA,S,1,Moray,IPM Potato Group Ltd,No
165423,CARA,SE,5.5,Moray,IPM Potato Group Ltd,No
165424,BURREN,SE,4,Moray,IPM Potato Group Ltd,No
165425,CARA,S,1.1,Moray,A Massie & Son,No
165426,CARA,SE,3.5,Moray,IPM Potato Group Ltd,No
165427,ALEXANDRA,S,2.8,Moray,Albert Bartlett & Sons (Airdrie) Ltd,No
165428,BURREN,SE,4,Moray,IPM Potato Group Ltd,No
165429,BURREN,S,0.8,Moray,IPM Potato Group Ltd,No
165430,CARA,SE,4.1,Angus,Strathmore Potatoes Ltd,No
165431,DIVAA,SE,0.6,Angus,Classified Crops Limited,No
165432,CAROLUS,PB,0.7,Ross,Agrico UK Ltd,No
165433,ARGOS,S,0.1,Angus,Classified Crops Limited,No
165434,ARSENAL,PB,2.4,Ross,Agrico UK Ltd,No
165435,MARKIES,PB,1.5,Ross,Agrico UK Ltd,No
165436,ARSENAL,PB,0.22,Ross,Agrico UK Ltd,No
165437,DIVAA,S,0.1,Angus,Classified Crops Limited,No
165438,CAROLUS,PB,0.11,Ross,Agrico UK Ltd,No
165439,MARKIES,PB,0.2,Ross,Agrico UK Ltd,No
165440,MERLIN,S,0.1,Angus,Classified Crops Limited,No
165441,CLEO,S,0.1,Angus,Classified Crops Limited,No
165442,GEORGINA,PB,0.17,Ross,Branston Ltd,No
165443,LANORMA,PB,0.48,Ross,Branston Ltd,No
165444,GEORGINA,PB,2.3,Ross,Branston Ltd,No
165445,LANORMA,PB,0.73,Ross,Branston Ltd,No
165446,LANORMA,S,1.2,Ross,Branston Ltd,No
165447,LANORMA,S,1.7,Ross,Branston Ltd,No
165448,GEORGINA,S,1.7,Ross,Branston Ltd,No
165449,ARGOS,S,0.1,Angus,Classified Crops Limited,No
165450,TAURUS,PB,1.03,Ross,HZPC UK Limited,No
165451,FOXY,S,0.1,Angus,Classified Crops Limited,No
165452,TAURUS,PB,0.36,Ross,HZPC UK Limited,No
165453,DIVAA,S,0.1,Angus,Classified Crops Limited,No
165454,INNOVATOR,PB,2.66,Ross,HZPC UK Limited,No
165455,LOMOND,S,0.6,Ross,Cullen Allen Ltd,No
165456,BURREN,PB,0.47,Ross,IPM Potato Group Ltd,No
165457,NECTAR,PB,0.66,Ross,IPM Potato Group Ltd,No
165458,ROOSTER,PB,0.44,Ross,IPM Potato Group Ltd,No
165459,SLANEY,PB,0.35,Ross,IPM Potato Group Ltd,No
165460,TORNADO,PB,0.16,Ross,IPM Potato Group Ltd,No
165461,BURREN,PB,1.83,Ross,IPM Potato Group Ltd,No
165462,NECTAR,PB,2.24,Ross,IPM Potato Group Ltd,No
165463,ROOSTER,PB,2.35,Ross,IPM Potato Group Ltd,No
165464,SLANEY,PB,2.11,Ross,IPM Potato Group Ltd,No
165465,TORNADO,PB,1.22,Ross,IPM Potato Group Ltd,No
165466,BURREN,S,6.7,Ross,IPM Potato Group Ltd,No
165467,BURREN,S,2,Ross,IPM Potato Group Ltd,No
165468,BURREN,S,1.2,Ross,IPM Potato Group Ltd,No
165469,SLANEY,S,5.9,Ross,IPM Potato Group Ltd,No
165470,SLANEY,S,4.7,Ross,IPM Potato Group Ltd,No
165471,KING RUSSET,PB,0.53,Ross,McCain Potatoes,No
165472,ROYAL,PB,0.46,Ross,McCain Potatoes,No
165473,KING RUSSET,S,4.5,Ross,McCain Potatoes,No
165474,KING RUSSET,S,0.5,Ross,McCain Potatoes,No
165475,ROYAL,S,3,Ross,McCain Potatoes,No
165476,CARA,S,2,Moray,A Massie & Son,No
165477,CARA,S,5.8,Moray,Cygnet PEP Ltd,No
165478,CARA,S,1,Moray,Cygnet PEP Ltd,No
165479,KINGSMAN,S,1.4,Moray,Cygnet Potato Breeders Ltd,No
165480,KINGSMAN,S,3,Moray,Cygnet Potato Breeders Ltd,No
165481,KINGSMAN,S,5,Moray,Cygnet Potato Breeders Ltd,No
165482,KINGSMAN,S,3,Moray,Cygnet Potato Breeders Ltd,No
165483,BROOKE,PB,0.68,Ross,Saltire Seed Ltd,No
165484,BROOKE,PB,0.28,Ross,Saltire Seed Ltd,No
165485,MANHATTAN,S,3.5,Moray,Cygnet Potato Breeders Ltd,No
165486,HERMES,PB,2.2,Ross,Saltire Seed Ltd,No
165489,MANHATTAN,S,3.3,Moray,Cygnet Potato Breeders Ltd,No
165490,BROOKE,S,6,Ross,Saltire Seed Ltd,No
165491,SIENA,S,0.2,Ross,Mercian Limited,No
165492,SAXON,S,4.5,Moray,Cygnet Potato Breeders Ltd,No
165493,BROOKE,S,3.4,Ross,Saltire Seed Ltd,No
165494,PIROL,S,4.2,Ross,Saltire Seed Ltd,No
165495,SHELFORD,S,1,Ross,Saltire Seed Ltd,No
165496,SAXON,S,1.6,Moray,Cygnet Potato Breeders Ltd,No
165497,SAXON,S,3.6,Moray,Cygnet Potato Breeders Ltd,No
165498,VR 808,S,0.9,Ross,Stet Potato Ltd for Saltire Seed Ltd,No
165499,LANORMA,SE,4.7,Moray,Branston Ltd,No
165500,VR 808,S,5.4,Ross,Stet Potato Ltd for Saltire Seed Ltd,No
165501,LANORMA,S,5.8,Moray,Branston Ltd,No
165502,VR 808,S,3.9,Ross,Stet Potato Ltd for Saltire Seed Ltd,No
165503,SAXON,S,3.8,Moray,Cygnet Potato Breeders Ltd,No
165504,VR 808,PB,1.37,Ross,Stet Potato Ltd for Saltire Seed Ltd,No
165505,LANORMA,SE,1.4,Moray,Branston Ltd,No
165506,DESIREE,PB,0.57,Ross,Middleton (Rosefarm),No
165507,ESTIMA,PB,0.2,Ross,Middleton (Rosefarm),No
165508,KING EDWARD,PB,0.2,Ross,Middleton (Rosefarm),No
165509,MARIS PEER,PB,0.34,Ross,Middleton (Rosefarm),No
165510,MARIS PIPER,PB,0.5,Ross,Middleton (Rosefarm),No
165511,DESIREE,PB,2.68,Ross,Middleton (Rosefarm),No
165512,DESIREE,PB,1.64,Ross,Middleton (Rosefarm),No
165513,ESTIMA,PB,1.88,Ross,Middleton (Rosefarm),No
165514,KING EDWARD,PB,2.62,Ross,Middleton (Rosefarm),No
165515,MARIS PEER,PB,2.64,Ross,Middleton (Rosefarm),No
165516,MARIS PIPER,PB,7.06,Ross,Middleton (Rosefarm),No
165517,ARSENAL,PB,0.022,Ross,Agrico UK Ltd,No
165518,CAROLUS,PB,0.015,Ross,Agrico UK Ltd,No
165519,MARKIES,PB,0.063,Ross,Agrico UK Ltd,No
165520,RAMOS,S,5,Moray,Stet Potato Ltd,No
165521,RAMOS,S,2.5,Moray,Stet Potato Ltd,No
165522,RAMOS,S,0.4,Moray,Stet Potato Ltd,No
165523,BURREN,PB,0.033,Ross,IPM Potato Group Ltd,No
165524,MARIS PEER,S,5,Moray,A Massie & Son,No
165525,MARIS PEER,S,4.5,Moray,A Massie & Son,No
165526,MARIS PEER,S,1,Moray,A Massie & Son,No
165527,HERMES,S,3,Moray,A Massie & Son,No
165528,HERMES,S,2,Moray,A Massie & Son,No
165529,HERMES,S,1,Moray,A Massie & Son,No
165530,HERMES,S,1.5,Moray,A Massie & Son,No
165531,SAXON,S,2,Moray,Cygnet Potato Breeders Ltd,No
165532,RAMOS,S,0.6,Moray,Stet Potato Ltd,No
165533,ORCHESTRA,S,1.1,Moray,Meijer Potato UK,No
165534,MELODY,S,1,Moray,Meijer Potato UK,No
165535,LADY CLAIRE,S,5,Moray,Meijer Potato UK,No
165536,LADY CLAIRE,S,1.1,Moray,Meijer Potato UK,No
165537,MARIS PEER,S,1.2,Moray,A Massie & Son,No
165538,LANORMA,S,1.1,Moray,Branston Ltd,No
165539,LUCERA,S,2.6,Moray,Branston Ltd,No
165540,ELLAND,S,1,Moray,Cygnet Potato Breeders Ltd,No
165541,ELLAND,S,3.4,Moray,Cygnet Potato Breeders Ltd,No
165542,ELLAND,S,1.6,Moray,Cygnet Potato Breeders Ltd,No
165546,INNOVATOR,SE,6,Perth,McCain Potatoes,No
165547,INNOVATOR,S,3.8,Angus,McCain Potatoes,No
165548,INNOVATOR,S,3.6,Angus,McCain Potatoes,No
165549,INNOVATOR,S,2,Angus,McCain Potatoes,No
165550,ROYAL,S,5,Angus,McCain Potatoes,No
165551,ELLAND,S,1.4,Angus,Cygnet Potato Breeders Ltd,No
165552,ROYAL,S,6,Angus,McCain Potatoes,No
165553,KINGSMAN,S,3.8,Angus,Cygnet Potato Breeders Ltd,No
165554,ROYAL,S,4.4,Angus,McCain Potatoes,No
165555,SAXON,S,1.4,Angus,Cygnet Potato Breeders Ltd,No
165556,SAXON,S,3,Angus,Cygnet Potato Breeders Ltd,No
165557,SAXON,S,4,Angus,Cygnet Potato Breeders Ltd,No
165558,CASABLANCA,S,2.2,Angus,Cygnet Potato Breeders Ltd,No
165559,ELLAND,S,4,Angus,Cygnet Potato Breeders Ltd,No
165560,ELLAND,S,4,Angus,Cygnet Potato Breeders Ltd,No
165561,KINGSMAN,S,4,Angus,Cygnet Potato Breeders Ltd,No
165562,KINGSMAN,S,4.2,Angus,Cygnet Potato Breeders Ltd,No
165563,MANHATTAN,S,6,Angus,Cygnet Potato Breeders Ltd,No
165564,KINGSMAN,SE,2.2,Angus,Cygnet Potato Breeders Ltd,No
165565,MANHATTAN,S,3,Angus,Cygnet Potato Breeders Ltd,No
165566,SAGITTA,SE,4.1,Angus,D Y Bishop & Co Ltd,No
165567,SAGITTA,SE,2.5,Angus,D Y Bishop & Co Ltd,No
165568,SAGITTA,SE,3.6,Angus,D Y Bishop & Co Ltd,No
165569,SAGITTA,E,3.6,Angus,D Y Bishop & Co Ltd,No
165570,SAGITTA,S,0.8,Angus,D Y Bishop & Co Ltd,No
165571,DESIREE,S,1,Angus,Cygnet PEP Ltd,No
165572,DESIREE,S,4.2,Angus,Cygnet PEP Ltd,No
165573,DESIREE,S,3.2,Angus,Cygnet PEP Ltd,No
165574,DESIREE,SE,5,Angus,Cygnet PEP Ltd,No
165575,DESIREE,S,0.7,Angus,Cygnet PEP Ltd,No
165576,HERMES,E,5,Angus,D Y Bishop & Co Ltd,No
165577,HERMES,E,5.1,Angus,D Y Bishop & Co Ltd,No
165578,HERMES,E,4.2,Angus,D Y Bishop & Co Ltd,No
165579,CHARLOTTE,SE,5.8,Angus,D Y Bishop & Co Ltd,No
165580,CHARLOTTE,SE,4.1,Angus,D Y Bishop & Co Ltd,No
165581,MARIS PEER,SE,4.2,Angus,D Y Bishop & Co Ltd,No
165582,MARIS PIPER,SE,3.7,Angus,D Y Bishop & Co Ltd,No
165585,MARIS PIPER,SE,4.1,Angus,D Y Bishop & Co Ltd,No
165586,MARIS PIPER,E,4.1,Angus,D Y Bishop & Co Ltd,No
165587,ATLANTIC,SE,4.3,Angus,Cygnet PEP Ltd,No
165588,ATLANTIC,S,4.2,Angus,Cygnet PEP Ltd,No
165589,MARIS PIPER,SE,3.7,Angus,D Y Bishop & Co Ltd,No
165590,SLANEY,S,0.8,Angus,IPM Potato Group Ltd,No
165591,SLANEY,SE,3.2,Angus,IPM Potato Group Ltd,No
165592,SPUNTA,SE,4.1,Angus,Cygnet PEP Ltd,No
165593,HERMES,E,5.7,Angus,D Y Bishop & Co Ltd,No
165594,MARIS PIPER,S,4.1,Angus,D Y Bishop & Co Ltd,No
165595,MARIS PIPER,S,4.1,Angus,D Y Bishop & Co Ltd,No
165598,MARFONA,SE,5,Angus,D Y Bishop & Co Ltd,No
165599,MARFONA,SE,4.5,Angus,D Y Bishop & Co Ltd,No
165600,KING EDWARD,S,6.5,Angus,D Y Bishop & Co Ltd,No
165601,KING EDWARD,S,7,Angus,D Y Bishop & Co Ltd,No
165602,MARIS PIPER,SE,4.5,Angus,J P Gray & Son,No
165603,MARIS PIPER,SE,13,Angus,J P Gray & Son,No
165605,MARIS PIPER,SE,2,Angus,J P Gray & Son,No
165606,BANBA,E,0.7,Angus,IPM Potato Group Ltd,No
165607,BANBA,E,3.7,Angus,IPM Potato Group Ltd,No
165608,HARRY,S,0.6,Angus,Cullen Allen Ltd,No
165609,HARRY,S,3,Angus,Cullen Allen Ltd,No
165610,MARIS PIPER,SE,3.5,Angus,J P Gray & Son,No
165612,MARIS PIPER,SE,9,Angus,J P Gray & Son,No
165613,MARIS PIPER,SE,13.4,Kincardine,J P Gray & Son,No
165628,LILLY,S,5.3,Perth,Solana Seeds United Kingdom Ltd,No
165629,MARIS PIPER,E,0.2,Aberdeen,G & K Beverly,No
165630,LADY CLAIRE,SE,2.5,Angus,Meijer Potato UK,No
165631,LADY CLAIRE,S,3,Angus,Meijer Potato UK,No
165632,NECTAR,PB,0.072,Ross,IPM Potato Group Ltd,No
165633,SLANEY,PB,0.05,Ross,IPM Potato Group Ltd,No
165634,TORNADO,PB,0.02,Ross,IPM Potato Group Ltd,No
165635,ACCORD,S,1.7,Aberdeen,Meijer Potato UK,No
